source_book,recommended_book,genre,similarity
"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)","The Ugly Truth (Diary of a Wimpy Kid, Book 5)",Fiction,0.9955296327848759
"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)","The Lost Hero (Heroes of Olympus, Book 1)",Fiction,0.9907578263811416
"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Liberty and Tyranny: A Conservative Manifesto,Fiction,0.9892039708544555
"Divine Soul Mind Body Healing and Transmission System: The Divine Way to Heal You, Humanity, Mother Earth, and All…",Arguing with Idiots: How to Stop Small Minds and Big Government,Non Fiction,0.9983960341970257
"Divine Soul Mind Body Healing and Transmission System: The Divine Way to Heal You, Humanity, Mother Earth, and All…","I, Alex Cross",Non Fiction,0.9982063833083872
"Divine Soul Mind Body Healing and Transmission System: The Divine Way to Heal You, Humanity, Mother Earth, and All…",Going Rogue: An American Life,Non Fiction,0.9981435259890326
"Divine Soul Mind Body Healing and Transmission System: The Divine Way to Heal You, Humanity, Mother Earth, and All…",The Five Dysfunctions of a Team: A Leadership Fable,Non Fiction,0.9957756551313006
"Divine Soul Mind Body Healing and Transmission System: The Divine Way to Heal You, Humanity, Mother Earth, and All…",Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Non Fiction,0.993665705330828
The Girl with the Dragon Tattoo (Millennium Series),The Girl with the Dragon Tattoo (Millennium Series),Fiction,0.9938080186702054
The Girl with the Dragon Tattoo (Millennium Series),The Time Traveler's Wife,Fiction,0.9466075628593188
The Girl with the Dragon Tattoo (Millennium Series),"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Fiction,0.9291850845651843
The Girl with the Dragon Tattoo (Millennium Series),The Great Gatsby,Fiction,0.9225247853459924
The Girl with the Dragon Tattoo (Millennium Series),The Tipping Point: How Little Things Can Make a Big Difference,Fiction,0.9101007013089039
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Fiction,0.9959104400527169
"The Last Olympian (Percy Jackson and the Olympians, Book 5)","The Last Olympian (Percy Jackson and the Olympians, Book 5)",Fiction,0.9940396461731142
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Have a Little Faith: A True Story,Fiction,0.9883196028293277
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Fiction,0.9879951669111928
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",The Immortal Life of Henrietta Lacks,Fiction,0.9873268343175121
Going Rogue: An American Life,Arguing with Idiots: How to Stop Small Minds and Big Government,Non Fiction,0.9987997723093047
Going Rogue: An American Life,"I, Alex Cross",Non Fiction,0.9987810927355407
Going Rogue: An American Life,"Divine Soul Mind Body Healing and Transmission System: The Divine Way to Heal You, Humanity, Mother Earth, and All…",Non Fiction,0.9981435259890326
Going Rogue: An American Life,The Five Dysfunctions of a Team: A Leadership Fable,Non Fiction,0.9979631682002517
Going Rogue: An American Life,The Five Dysfunctions of a Team: A Leadership Fable,Non Fiction,0.9970930169343978
The Girl Who Played with Fire (Millennium),The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Fiction,0.9936016795933562
The Girl Who Played with Fire (Millennium),Eclipse (Twilight),Fiction,0.9916584523904429
The Girl Who Played with Fire (Millennium),The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Fiction,0.9833163780187109
The Girl Who Played with Fire (Millennium),The Immortal Life of Henrietta Lacks,Fiction,0.9824210958398896
The Girl Who Played with Fire (Millennium),The Big Short: Inside the Doomsday Machine,Fiction,0.9642773675191805
The Twilight Saga Collection,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Fiction,0.9844770535960363
The Twilight Saga Collection,The Book of Basketball: The NBA According to The Sports Guy,Fiction,0.9789808527142523
The Twilight Saga Collection,"Publication Manual of the American Psychological Association, 6th Edition",Fiction,0.9749751597726948
The Twilight Saga Collection,"Publication Manual of the American Psychological Association, 6th Edition",Fiction,0.9748315648195406
The Twilight Saga Collection,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",Fiction,0.9709018964371477
Liberty and Tyranny: A Conservative Manifesto,Diary of a Wimpy Kid: The Last Straw (Book 3),Non Fiction,0.9999999298883888
Liberty and Tyranny: A Conservative Manifesto,"The Lost Hero (Heroes of Olympus, Book 1)",Non Fiction,0.994868194682799
Liberty and Tyranny: A Conservative Manifesto,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Non Fiction,0.9944407233325393
Liberty and Tyranny: A Conservative Manifesto,The Love Dare,Non Fiction,0.9915408971945118
Liberty and Tyranny: A Conservative Manifesto,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Non Fiction,0.9892039708544555
"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,Non Fiction,0.986325605995048
"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",Decision Points,Non Fiction,0.9754768873252858
"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",Eclipse (Twilight),Non Fiction,0.9668569967033533
"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment","Delivering Happiness: A Path to Profits, Passion, and Purpose",Non Fiction,0.965438529740286
"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment","Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Non Fiction,0.9635678809136738
Where the Wild Things Are,The Immortal Life of Henrietta Lacks,Fiction,0.9791711172745396
Where the Wild Things Are,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Fiction,0.9657036179133917
Where the Wild Things Are,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Fiction,0.961663665708651
Where the Wild Things Are,Diary of a Wimpy Kid: The Last Straw (Book 3),Fiction,0.9572938445897823
Where the Wild Things Are,Liberty and Tyranny: A Conservative Manifesto,Fiction,0.9571926442148669
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Sarah's Key,Non Fiction,0.9994845671141425
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Cutting for Stone,Non Fiction,0.9987921972386938
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,"Glenn Beck's Common Sense: The Case Against an Out-of-Control Government, Inspired by Thomas Paine",Non Fiction,0.995132101194083
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,"I, Alex Cross",Non Fiction,0.995077318007321
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Cutting for Stone,Non Fiction,0.9933680198058771
The Book of Basketball: The NBA According to The Sports Guy,A Stolen Life: A Memoir,Non Fiction,0.9839924416480075
The Book of Basketball: The NBA According to The Sports Guy,Killing Kennedy: The End of Camelot,Non Fiction,0.9823355480186318
The Book of Basketball: The NBA According to The Sports Guy,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Non Fiction,0.981817118375203
The Book of Basketball: The NBA According to The Sports Guy,Watchmen,Non Fiction,0.9795163576722269
The Book of Basketball: The NBA According to The Sports Guy,The Twilight Saga Collection,Non Fiction,0.9789808527142523
The Lost Symbol,Winter of the World: Book Two of the Century Trilogy,Fiction,0.985952176978486
The Lost Symbol,Under the Dome: A Novel,Fiction,0.9850583506559425
The Lost Symbol,StrengthsFinder 2.0,Fiction,0.9758812083541527
The Lost Symbol,The Litigators,Fiction,0.9686492785092906
The Lost Symbol,Olive Kitteridge,Fiction,0.9565046515585702
The Time Traveler's Wife,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Fiction,0.9978314928302593
The Time Traveler's Wife,The Tipping Point: How Little Things Can Make a Big Difference,Fiction,0.9913055435864419
The Time Traveler's Wife,Food Rules: An Eater's Manual,Fiction,0.9791853598326292
The Time Traveler's Wife,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Fiction,0.9786872491932932
The Time Traveler's Wife,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",Fiction,0.9770537216155297
The Tipping Point: How Little Things Can Make a Big Difference,The Time Traveler's Wife,Non Fiction,0.9913055435864419
The Tipping Point: How Little Things Can Make a Big Difference,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Non Fiction,0.9909573867319169
The Tipping Point: How Little Things Can Make a Big Difference,Food Rules: An Eater's Manual,Non Fiction,0.9865637033074269
The Tipping Point: How Little Things Can Make a Big Difference,Water for Elephants: A Novel,Non Fiction,0.9848993813914186
The Tipping Point: How Little Things Can Make a Big Difference,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",Non Fiction,0.9847037298934248
The Shack: Where Tragedy Confronts Eternity,Catching Fire (The Hunger Games),Fiction,0.9296085862315699
The Shack: Where Tragedy Confronts Eternity,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Fiction,0.9275636090984982
The Shack: Where Tragedy Confronts Eternity,Mockingjay (The Hunger Games),Fiction,0.9072757953843679
The Shack: Where Tragedy Confronts Eternity,"Twilight (The Twilight Saga, Book 1)",Fiction,0.8884999649241634
The Shack: Where Tragedy Confronts Eternity,Catching Fire (The Hunger Games),Fiction,0.8837611645044289
The Love Dare,The 5000 Year Leap,Non Fiction,0.9989118887237773
The Love Dare,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Non Fiction,0.9970079879400413
The Love Dare,"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",Non Fiction,0.9943733005161475
The Love Dare,"The Lost Hero (Heroes of Olympus, Book 1)",Non Fiction,0.9929586910638373
The Love Dare,Liberty and Tyranny: A Conservative Manifesto,Non Fiction,0.9915408971945118
The Five Dysfunctions of a Team: A Leadership Fable,Going Rogue: An American Life,Non Fiction,0.9979631682002517
The Five Dysfunctions of a Team: A Leadership Fable,"I, Alex Cross",Non Fiction,0.995406590538662
The Five Dysfunctions of a Team: A Leadership Fable,Arguing with Idiots: How to Stop Small Minds and Big Government,Non Fiction,0.9952461199857945
The Five Dysfunctions of a Team: A Leadership Fable,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Non Fiction,0.9950483136625715
The Five Dysfunctions of a Team: A Leadership Fable,The Five Dysfunctions of a Team: A Leadership Fable,Non Fiction,0.9945030913317043
Good to Great: Why Some Companies Make the Leap and Others Don't,Good to Great: Why Some Companies Make the Leap and Others Don't,Non Fiction,0.9949237481484765
Good to Great: Why Some Companies Make the Leap and Others Don't,True Compass: A Memoir,Non Fiction,0.9915475140173734
Good to Great: Why Some Companies Make the Leap and Others Don't,Drive: The Surprising Truth About What Motivates Us,Non Fiction,0.9834150395734707
Good to Great: Why Some Companies Make the Leap and Others Don't,No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,Non Fiction,0.980633613687733
Good to Great: Why Some Companies Make the Leap and Others Don't,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Non Fiction,0.9791141320974575
Have a Little Faith: A True Story,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Non Fiction,0.993027259356732
Have a Little Faith: A True Story,The Immortal Life of Henrietta Lacks,Non Fiction,0.988662658647833
Have a Little Faith: A True Story,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Non Fiction,0.9883196028293277
Have a Little Faith: A True Story,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Non Fiction,0.9881820153853851
Have a Little Faith: A True Story,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Non Fiction,0.9839476757112043
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"Thinking, Fast and Slow",Non Fiction,0.9973758045007213
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Outliers: The Story of Success,Non Fiction,0.9945773901083869
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"Thinking, Fast and Slow",Non Fiction,0.9880503832718435
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Steve Jobs,Non Fiction,0.9833433505927869
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Outliers: The Story of Success,Non Fiction,0.9824371483893634
Arguing with Idiots: How to Stop Small Minds and Big Government,The Five Dysfunctions of a Team: A Leadership Fable,Non Fiction,0.9993157749053097
